Varste si grupe de varsta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
10-14 ani, Satu Mare, Anul 1994, Numar persoane, 60
10-14 ani, Satu Mare, Anul 1995, Numar persoane, 48
10-14 ani, Satu Mare, Anul 1996, Numar persoane, 30
10-14 ani, Satu Mare, Anul 1997, Numar persoane, 38
10-14 ani, Satu Mare, Anul 1998, Numar persoane, 39
10-14 ani, Satu Mare, Anul 1999, Numar persoane, 16
10-14 ani, Satu Mare, Anul 2000, Numar persoane, 31
10-14 ani, Satu Mare, Anul 2001, Numar persoane, 9
10-14 ani, Satu Mare, Anul 2002, Numar persoane, 14
10-14 ani, Satu Mare, Anul 2003, Numar persoane, 12
10-14 ani, Satu Mare, Anul 2004, Numar persoane, 18
10-14 ani, Satu Mare, Anul 2005, Numar persoane, 13
10-14 ani, Satu Mare, Anul 2006, Numar persoane, 13
10-14 ani, Satu Mare, Anul 2007, Numar persoane, 9
10-14 ani, Satu Mare, Anul 2008, Numar persoane, 13
10-14 ani, Satu Mare, Anul 2009, Numar persoane, 6
10-14 ani, Satu Mare, Anul 2010, Numar persoane, 7
10-14 ani, Satu Mare, Anul 2011, Numar persoane, 18
10-14 ani, Satu Mare, Anul 2012, Numar persoane, 20
10-14 ani, Satu Mare, Anul 2013, Numar persoane, 23
10-14 ani, Satu Mare, Anul 2014, Numar persoane, 4
10-14 ani, Satu Mare, Anul 2015, Numar persoane, 20
10-14 ani, Satu Mare, Anul 2016, Numar persoane, 23
10-14 ani, Satu Mare, Anul 2017, Numar persoane, 45
10-14 ani, Satu Mare, Anul 2018, Numar persoane, 53
10-14 ani, Satu Mare, Anul 2019, Numar persoane, 48
10-14 ani, Satu Mare, Anul 2020, Numar persoane, 26
10-14 ani, Satu Mare, Anul 2021, Numar persoane, 38
10-14 ani, Satu Mare, Anul 2022, Numar persoane, 43
10-14 ani, Salaj, Anul 1992, Numar persoane, 15
10-14 ani, Salaj, Anul 1993, Numar persoane, 5
10-14 ani, Salaj, Anul 1994, Numar persoane, 4
10-14 ani, Salaj, Anul 1995, Numar persoane, 9
10-14 ani, Salaj, Anul 1996, Numar persoane, 5
10-14 ani, Salaj, Anul 1997, Numar persoane, 8
10-14 ani, Salaj, Anul 1998, Numar persoane, 6
10-14 ani, Salaj, Anul 1999, Numar persoane, 5
10-14 ani, Salaj, Anul 2000, Numar persoane, 7
10-14 ani, Salaj, Anul 2001, Numar persoane, 13
10-14 ani, Salaj, Anul 2002, Numar persoane, 7
10-14 ani, Salaj, Anul 2003, Numar persoane, 4
10-14 ani, Salaj, Anul 2004, Numar persoane, 12
10-14 ani, Salaj, Anul 2005, Numar persoane, 5
10-14 ani, Salaj, Anul 2006, Numar persoane, 1
10-14 ani, Salaj, Anul 2008, Numar persoane, 2
10-14 ani, Salaj, Anul 2009, Numar persoane, 3
10-14 ani, Salaj, Anul 2010, Numar persoane, 3
10-14 ani, Salaj, Anul 2011, Numar persoane, 12
10-14 ani, Salaj, Anul 2012, Numar persoane, 6
10-14 ani, Salaj, Anul 2013, Numar persoane, 2
10-14 ani, Salaj, Anul 2014, Numar persoane, 2
10-14 ani, Salaj, Anul 2015, Numar persoane, 1
10-14 ani, Salaj, Anul 2016, Numar persoane, 6
10-14 ani, Salaj, Anul 2017, Numar persoane, 4
10-14 ani, Salaj, Anul 2018, Numar persoane, 15
10-14 ani, Salaj, Anul 2019, Numar persoane, 8
10-14 ani, Salaj, Anul 2020, Numar persoane, 8
10-14 ani, Salaj, Anul 2021, Numar persoane, 14
10-14 ani, Salaj, Anul 2022, Numar persoane, 14
10-14 ani, Alba, Anul 1992, Numar persoane, 42
10-14 ani, Alba, Anul 1993, Numar persoane, 36
10-14 ani, Alba, Anul 1994, Numar persoane, 18
10-14 ani, Alba, Anul 1995, Numar persoane, 30
10-14 ani, Alba, Anul 1996, Numar persoane, 21
10-14 ani, Alba, Anul 1997, Numar persoane, 22
10-14 ani, Alba, Anul 1998, Numar persoane, 10
10-14 ani, Alba, Anul 1999, Numar persoane, 5
10-14 ani, Alba, Anul 2000, Numar persoane, 15
10-14 ani, Alba, Anul 2001, Numar persoane, 10
10-14 ani, Alba, Anul 2002, Numar persoane, 6
10-14 ani, Alba, Anul 2003, Numar persoane, 12
10-14 ani, Alba, Anul 2004, Numar persoane, 5
10-14 ani, Alba, Anul 2005, Numar persoane, 4
10-14 ani, Alba, Anul 2006, Numar persoane, 7
10-14 ani, Alba, Anul 2007, Numar persoane, 7
10-14 ani, Alba, Anul 2008, Numar persoane, 17
10-14 ani, Alba, Anul 2009, Numar persoane, 6
10-14 ani, Alba, Anul 2010, Numar persoane, 7
10-14 ani, Alba, Anul 2011, Numar persoane, 24
10-14 ani, Alba, Anul 2012, Numar persoane, 22
10-14 ani, Alba, Anul 2013, Numar persoane, 11
10-14 ani, Alba, Anul 2014, Numar persoane, 7
10-14 ani, Alba, Anul 2015, Numar persoane, 8
10-14 ani, Alba, Anul 2016, Numar persoane, 7
10-14 ani, Alba, Anul 2017, Numar persoane, 24
10-14 ani, Alba, Anul 2018, Numar persoane, 28
10-14 ani, Alba, Anul 2019, Numar persoane, 31
10-14 ani, Alba, Anul 2020, Numar persoane, 19
10-14 ani, Alba, Anul 2021, Numar persoane, 44
10-14 ani, Alba, Anul 2022, Numar persoane, 29
10-14 ani, Brasov, Anul 1992, Numar persoane, 96
10-14 ani, Brasov, Anul 1993, Numar persoane, 80
10-14 ani, Brasov, Anul 1994, Numar persoane, 54
10-14 ani, Brasov, Anul 1995, Numar persoane, 98
10-14 ani, Brasov, Anul 1996, Numar persoane, 54
10-14 ani, Brasov, Anul 1997, Numar persoane, 75
10-14 ani, Brasov, Anul 1998, Numar persoane, 49
10-14 ani, Brasov, Anul 1999, Numar persoane, 46
10-14 ani, Brasov, Anul 2000, Numar persoane, 50
10-14 ani, Brasov, Anul 2001, Numar persoane, 41
10-14 ani, Brasov, Anul 2002, Numar persoane, 39
10-14 ani, Brasov, Anul 2003, Numar persoane, 29
10-14 ani, Brasov, Anul 2004, Numar persoane, 17
10-14 ani, Brasov, Anul 2005, Numar persoane, 21
10-14 ani, Brasov, Anul 2006, Numar persoane, 26
10-14 ani, Brasov, Anul 2007, Numar persoane, 18
10-14 ani, Brasov, Anul 2008, Numar persoane, 31
10-14 ani, Brasov, Anul 2009, Numar persoane, 26
10-14 ani, Brasov, Anul 2010, Numar persoane, 26
10-14 ani, Brasov, Anul 2011, Numar persoane, 46
10-14 ani, Brasov, Anul 2012, Numar persoane, 25
10-14 ani, Brasov, Anul 2013, Numar persoane, 33
10-14 ani, Brasov, Anul 2014, Numar persoane, 17
10-14 ani, Brasov, Anul 2015, Numar persoane, 34
10-14 ani, Brasov, Anul 2016, Numar persoane, 45
10-14 ani, Brasov, Anul 2017, Numar persoane, 68
10-14 ani, Brasov, Anul 2018, Numar persoane, 95
10-14 ani, Brasov, Anul 2019, Numar persoane, 79
10-14 ani, Brasov, Anul 2020, Numar persoane, 50
10-14 ani, Brasov, Anul 2021, Numar persoane, 90
10-14 ani, Brasov, Anul 2022, Numar persoane, 107
10-14 ani, Covasna, Anul 1992, Numar persoane, 33
10-14 ani, Covasna, Anul 1993, Numar persoane, 6
10-14 ani, Covasna, Anul 1994, Numar persoane, 9
10-14 ani, Covasna, Anul 1995, Numar persoane, 16
10-14 ani, Covasna, Anul 1996, Numar persoane, 9
10-14 ani, Covasna, Anul 1997, Numar persoane, 7
10-14 ani, Covasna, Anul 1998, Numar persoane, 4
10-14 ani, Covasna, Anul 2000, Numar persoane, 7
10-14 ani, Covasna, Anul 2001, Numar persoane, 5
10-14 ani, Covasna, Anul 2002, Numar persoane, 3
10-14 ani, Covasna, Anul 2003, Numar persoane, 3
10-14 ani, Covasna, Anul 2004, Numar persoane, 4
10-14 ani, Covasna, Anul 2005, Numar persoane, 3
10-14 ani, Covasna, Anul 2006, Numar persoane, 1
10-14 ani, Covasna, Anul 2007, Numar persoane, 1
10-14 ani, Covasna, Anul 2008, Numar persoane, 2
10-14 ani, Covasna, Anul 2009, Numar persoane, 3
10-14 ani, Covasna, Anul 2010, Numar persoane, 2
10-14 ani, Covasna, Anul 2011, Numar persoane, 1
10-14 ani, Covasna, Anul 2012, Numar persoane, 3
10-14 ani, Covasna, Anul 2013, Numar persoane, 3
10-14 ani, Covasna, Anul 2014, Numar persoane, 3
10-14 ani, Covasna, Anul 2015, Numar persoane, 4
10-14 ani, Covasna, Anul 2016, Numar persoane, 7
10-14 ani, Covasna, Anul 2017, Numar persoane, 11
10-14 ani, Covasna, Anul 2018, Numar persoane, 8
10-14 ani, Covasna, Anul 2019, Numar persoane, 9
10-14 ani, Covasna, Anul 2020, Numar persoane, 4
10-14 ani, Covasna, Anul 2021, Numar persoane, 9
10-14 ani, Covasna, Anul 2022, Numar persoane, 9
10-14 ani, Harghita, Anul 1992, Numar persoane, 34
10-14 ani, Harghita, Anul 1993, Numar persoane, 17
10-14 ani, Harghita, Anul 1994, Numar persoane, 14
10-14 ani, Harghita, Anul 1995, Numar persoane, 25
10-14 ani, Harghita, Anul 1996, Numar persoane, 10
10-14 ani, Harghita, Anul 1997, Numar persoane, 18
10-14 ani, Harghita, Anul 1998, Numar persoane, 7
10-14 ani, Harghita, Anul 1999, Numar persoane, 8
10-14 ani, Harghita, Anul 2000, Numar persoane, 5
10-14 ani, Harghita, Anul 2001, Numar persoane, 4
10-14 ani, Harghita, Anul 2002, Numar persoane, 12
10-14 ani, Harghita, Anul 2003, Numar persoane, 8
10-14 ani, Harghita, Anul 2004, Numar persoane, 12
10-14 ani, Harghita, Anul 2005, Numar persoane, 8
10-14 ani, Harghita, Anul 2006, Numar persoane, 6
10-14 ani, Harghita, Anul 2007, Numar persoane, 4
10-14 ani, Harghita, Anul 2008, Numar persoane, 2
10-14 ani, Harghita, Anul 2009, Numar persoane, 5
10-14 ani, Harghita, Anul 2010, Numar persoane, 1
10-14 ani, Harghita, Anul 2011, Numar persoane, 1
10-14 ani, Harghita, Anul 2012, Numar persoane, 7
10-14 ani, Harghita, Anul 2013, Numar persoane, 2
10-14 ani, Harghita, Anul 2014, Numar persoane, 1
10-14 ani, Harghita, Anul 2015, Numar persoane, 1
10-14 ani, Harghita, Anul 2016, Numar persoane, 5
10-14 ani, Harghita, Anul 2017, Numar persoane, 3
10-14 ani, Harghita, Anul 2018, Numar persoane, 4
10-14 ani, Harghita, Anul 2019, Numar persoane, 4
10-14 ani, Harghita, Anul 2020, Numar persoane, 3
10-14 ani, Harghita, Anul 2021, Numar persoane, 4
10-14 ani, Harghita, Anul 2022, Numar persoane, 12
10-14 ani, Mures, Anul 1992, Numar persoane, 95
10-14 ani, Mures, Anul 1993, Numar persoane, 75
10-14 ani, Mures, Anul 1994, Numar persoane, 36
10-14 ani, Mures, Anul 1995, Numar persoane, 45
10-14 ani, Mures, Anul 1996, Numar persoane, 37
10-14 ani, Mures, Anul 1997, Numar persoane, 29
10-14 ani, Mures, Anul 1998, Numar persoane, 21
10-14 ani, Mures, Anul 1999, Numar persoane, 14
10-14 ani, Mures, Anul 2000, Numar persoane, 14
10-14 ani, Mures, Anul 2001, Numar persoane, 19
10-14 ani, Mures, Anul 2002, Numar persoane, 10
10-14 ani, Mures, Anul 2003, Numar persoane, 14
10-14 ani, Mures, Anul 2004, Numar persoane, 28
10-14 ani, Mures, Anul 2005, Numar persoane, 9
10-14 ani, Mures, Anul 2006, Numar persoane, 12
10-14 ani, Mures, Anul 2007, Numar persoane, 15
10-14 ani, Mures, Anul 2008, Numar persoane, 15
10-14 ani, Mures, Anul 2009, Numar persoane, 16
10-14 ani, Mures, Anul 2010, Numar persoane, 20
10-14 ani, Mures, Anul 2011, Numar persoane, 27
10-14 ani, Mures, Anul 2012, Numar persoane, 23
10-14 ani, Mures, Anul 2013, Numar persoane, 21
10-14 ani, Mures, Anul 2014, Numar persoane, 10
10-14 ani, Mures, Anul 2015, Numar persoane, 14
10-14 ani, Mures, Anul 2016, Numar persoane, 19
10-14 ani, Mures, Anul 2017, Numar persoane, 28
10-14 ani, Mures, Anul 2018, Numar persoane, 35
10-14 ani, Mures, Anul 2019, Numar persoane, 27
10-14 ani, Mures, Anul 2020, Numar persoane, 25
10-14 ani, Mures, Anul 2021, Numar persoane, 46
10-14 ani, Mures, Anul 2022, Numar persoane, 52
10-14 ani, Sibiu, Anul 1992, Numar persoane, 415
10-14 ani, Sibiu, Anul 1993, Numar persoane, 148
10-14 ani, Sibiu, Anul 1994, Numar persoane, 83
10-14 ani, Sibiu, Anul 1995, Numar persoane, 71
10-14 ani, Sibiu, Anul 1996, Numar persoane, 66
10-14 ani, Sibiu, Anul 1997, Numar persoane, 63
10-14 ani, Sibiu, Anul 1998, Numar persoane, 45
10-14 ani, Sibiu, Anul 1999, Numar persoane, 31
10-14 ani, Sibiu, Anul 2000, Numar persoane, 34
10-14 ani, Sibiu, Anul 2001, Numar persoane, 14
10-14 ani, Sibiu, Anul 2002, Numar persoane, 19
10-14 ani, Sibiu, Anul 2003, Numar persoane, 33
10-14 ani, Sibiu, Anul 2004, Numar persoane, 36
10-14 ani, Sibiu, Anul 2005, Numar persoane, 17
10-14 ani, Sibiu, Anul 2006, Numar persoane, 21
10-14 ani, Sibiu, Anul 2007, Numar persoane, 13
10-14 ani, Sibiu, Anul 2008, Numar persoane, 22
10-14 ani, Sibiu, Anul 2009, Numar persoane, 32
10-14 ani, Sibiu, Anul 2010, Numar persoane, 19
10-14 ani, Sibiu, Anul 2011, Numar persoane, 41
10-14 ani, Sibiu, Anul 2012, Numar persoane, 44
10-14 ani, Sibiu, Anul 2013, Numar persoane, 23
10-14 ani, Sibiu, Anul 2014, Numar persoane, 9
10-14 ani, Sibiu, Anul 2015, Numar persoane, 26
10-14 ani, Sibiu, Anul 2016, Numar persoane, 31
10-14 ani, Sibiu, Anul 2017, Numar persoane, 50
10-14 ani, Sibiu, Anul 2018, Numar persoane, 61
10-14 ani, Sibiu, Anul 2019, Numar persoane, 41
10-14 ani, Sibiu, Anul 2020, Numar persoane, 46
10-14 ani, Sibiu, Anul 2021, Numar persoane, 77
10-14 ani, Sibiu, Anul 2022, Numar persoane, 96
10-14 ani, Bacau, Anul 1992, Numar persoane, 5
10-14 ani, Bacau, Anul 1993, Numar persoane, 3
10-14 ani, Bacau, Anul 1994, Numar persoane, 8
10-14 ani, Bacau, Anul 1995, Numar persoane, 5
10-14 ani, Bacau, Anul 1996, Numar persoane, 9
10-14 ani, Bacau, Anul 1997, Numar persoane, 16
10-14 ani, Bacau, Anul 1998, Numar persoane, 12
10-14 ani, Bacau, Anul 1999, Numar persoane, 14
10-14 ani, Bacau, Anul 2000, Numar persoane, 21
10-14 ani, Bacau, Anul 2001, Numar persoane, 14
10-14 ani, Bacau, Anul 2002, Numar persoane, 8
10-14 ani, Bacau, Anul 2003, Numar persoane, 21
10-14 ani, Bacau, Anul 2004, Numar persoane, 21
10-14 ani, Bacau, Anul 2005, Numar persoane, 8
10-14 ani, Bacau, Anul 2006, Numar persoane, 19
10-14 ani, Bacau, Anul 2007, Numar persoane, 13
10-14 ani, Bacau, Anul 2008, Numar persoane, 25
10-14 ani, Bacau, Anul 2009, Numar persoane, 34
10-14 ani, Bacau, Anul 2010, Numar persoane, 15
10-14 ani, Bacau, Anul 2011, Numar persoane, 38
10-14 ani, Bacau, Anul 2012, Numar persoane, 36
10-14 ani, Bacau, Anul 2013, Numar persoane, 34
10-14 ani, Bacau, Anul 2014, Numar persoane, 19
10-14 ani, Bacau, Anul 2015, Numar persoane, 37
10-14 ani, Bacau, Anul 2016, Numar persoane, 44
10-14 ani, Bacau, Anul 2017, Numar persoane, 49
10-14 ani, Bacau, Anul 2018, Numar persoane, 94
10-14 ani, Bacau, Anul 2019, Numar persoane, 73
10-14 ani, Bacau, Anul 2020, Numar persoane, 42
10-14 ani, Bacau, Anul 2021, Numar persoane, 110
10-14 ani, Bacau, Anul 2022, Numar persoane, 173
10-14 ani, Botosani, Anul 1992, Numar persoane, 2
10-14 ani, Botosani, Anul 1993, Numar persoane, 6
10-14 ani, Botosani, Anul 1994, Numar persoane, 1
10-14 ani, Botosani, Anul 1995, Numar persoane, 2
10-14 ani, Botosani, Anul 1996, Numar persoane, 4
10-14 ani, Botosani, Anul 1997, Numar persoane, 5
10-14 ani, Botosani, Anul 1998, Numar persoane, 4
10-14 ani, Botosani, Anul 1999, Numar persoane, 2
10-14 ani, Botosani, Anul 2000, Numar persoane, 6
10-14 ani, Botosani, Anul 2001, Numar persoane, 3
10-14 ani, Botosani, Anul 2002, Numar persoane, 4
10-14 ani, Botosani, Anul 2003, Numar persoane, 11
10-14 ani, Botosani, Anul 2004, Numar persoane, 2
10-14 ani, Botosani, Anul 2005, Numar persoane, 1
10-14 ani, Botosani, Anul 2006, Numar persoane, 3
10-14 ani, Botosani, Anul 2007, Numar persoane, 1
10-14 ani, Botosani, Anul 2008, Numar persoane, 10
10-14 ani, Botosani, Anul 2009, Numar persoane, 9
10-14 ani, Botosani, Anul 2010, Numar persoane, 10
10-14 ani, Botosani, Anul 2011, Numar persoane, 15
10-14 ani, Botosani, Anul 2012, Numar persoane, 24
10-14 ani, Botosani, Anul 2013, Numar persoane, 12
10-14 ani, Botosani, Anul 2014, Numar persoane, 12
10-14 ani, Botosani, Anul 2015, Numar persoane, 19
10-14 ani, Botosani, Anul 2016, Numar persoane, 20
10-14 ani, Botosani, Anul 2017, Numar persoane, 28
10-14 ani, Botosani, Anul 2018, Numar persoane, 32
10-14 ani, Botosani, Anul 2019, Numar persoane, 37
10-14 ani, Botosani, Anul 2020, Numar persoane, 34
10-14 ani, Botosani, Anul 2021, Numar persoane, 62
10-14 ani, Botosani, Anul 2022, Numar persoane, 68
10-14 ani, Iasi, Anul 1992, Numar persoane, 10
10-14 ani, Iasi, Anul 1993, Numar persoane, 4
10-14 ani, Iasi, Anul 1994, Numar persoane, 5
10-14 ani, Iasi, Anul 1995, Numar persoane, 14
10-14 ani, Iasi, Anul 1996, Numar persoane, 8
10-14 ani, Iasi, Anul 1997, Numar persoane, 18
10-14 ani, Iasi, Anul 1998, Numar persoane, 12
10-14 ani, Iasi, Anul 1999, Numar persoane, 16
10-14 ani, Iasi, Anul 2000, Numar persoane, 24
10-14 ani, Iasi, Anul 2001, Numar persoane, 17
10-14 ani, Iasi, Anul 2002, Numar persoane, 15
10-14 ani, Iasi, Anul 2003, Numar persoane, 12
10-14 ani, Iasi, Anul 2004, Numar persoane, 12
10-14 ani, Iasi, Anul 2005, Numar persoane, 14
10-14 ani, Iasi, Anul 2006, Numar persoane, 16
10-14 ani, Iasi, Anul 2007, Numar persoane, 15
10-14 ani, Iasi, Anul 2008, Numar persoane, 19
10-14 ani, Iasi, Anul 2009, Numar persoane, 26
10-14 ani, Iasi, Anul 2010, Numar persoane, 17
10-14 ani, Iasi, Anul 2011, Numar persoane, 46
10-14 ani, Iasi, Anul 2012, Numar persoane, 47
10-14 ani, Iasi, Anul 2013, Numar persoane, 30
10-14 ani, Iasi, Anul 2014, Numar persoane, 27
10-14 ani, Iasi, Anul 2015, Numar persoane, 56
10-14 ani, Iasi, Anul 2016, Numar persoane, 75
10-14 ani, Iasi, Anul 2017, Numar persoane, 132
10-14 ani, Iasi, Anul 2018, Numar persoane, 149
10-14 ani, Iasi, Anul 2019, Numar persoane, 169
10-14 ani, Iasi, Anul 2020, Numar persoane, 145
10-14 ani, Iasi, Anul 2021, Numar persoane, 293
10-14 ani, Iasi, Anul 2022, Numar persoane, 416
10-14 ani, Neamt, Anul 1992, Numar persoane, 1
10-14 ani, Neamt, Anul 1993, Numar persoane, 5
10-14 ani, Neamt, Anul 1994, Numar persoane, 3
10-14 ani, Neamt, Anul 1995, Numar persoane, 11
10-14 ani, Neamt, Anul 1996, Numar persoane, 8
10-14 ani, Neamt, Anul 1997, Numar persoane, 6
10-14 ani, Neamt, Anul 1998, Numar persoane, 6
10-14 ani, Neamt, Anul 1999, Numar persoane, 7
10-14 ani, Neamt, Anul 2000, Numar persoane, 6
10-14 ani, Neamt, Anul 2001, Numar persoane, 22
10-14 ani, Neamt, Anul 2002, Numar persoane, 11
10-14 ani, Neamt, Anul 2003, Numar persoane, 8
10-14 ani, Neamt, Anul 2004, Numar persoane, 3
10-14 ani, Neamt, Anul 2005, Numar persoane, 17
10-14 ani, Neamt, Anul 2006, Numar persoane, 19
10-14 ani, Neamt, Anul 2007, Numar persoane, 31
10-14 ani, Neamt, Anul 2008, Numar persoane, 34
10-14 ani, Neamt, Anul 2009, Numar persoane, 25
10-14 ani, Neamt, Anul 2010, Numar persoane, 21
10-14 ani, Neamt, Anul 2011, Numar persoane, 34
10-14 ani, Neamt, Anul 2012, Numar persoane, 38
10-14 ani, Neamt, Anul 2013, Numar persoane, 19
10-14 ani, Neamt, Anul 2014, Numar persoane, 16
10-14 ani, Neamt, Anul 2015, Numar persoane, 21
10-14 ani, Neamt, Anul 2016, Numar persoane, 35
10-14 ani, Neamt, Anul 2017, Numar persoane, 41
10-14 ani, Neamt, Anul 2018, Numar persoane, 48
10-14 ani, Neamt, Anul 2019, Numar persoane, 56
10-14 ani, Neamt, Anul 2020, Numar persoane, 38
10-14 ani, Neamt, Anul 2021, Numar persoane, 96
10-14 ani, Neamt, Anul 2022, Numar persoane, 100
10-14 ani, Suceava, Anul 1992, Numar persoane, 19
10-14 ani, Suceava, Anul 1993, Numar persoane, 5
10-14 ani, Suceava, Anul 1994, Numar persoane, 7
10-14 ani, Suceava, Anul 1995, Numar persoane, 12
10-14 ani, Suceava, Anul 1996, Numar persoane, 18
10-14 ani, Suceava, Anul 1997, Numar persoane, 15
10-14 ani, Suceava, Anul 1998, Numar persoane, 19
10-14 ani, Suceava, Anul 1999, Numar persoane, 12
10-14 ani, Suceava, Anul 2000, Numar persoane, 23
10-14 ani, Suceava, Anul 2001, Numar persoane, 24
10-14 ani, Suceava, Anul 2002, Numar persoane, 17
10-14 ani, Suceava, Anul 2003, Numar persoane, 27
10-14 ani, Suceava, Anul 2004, Numar persoane, 16
10-14 ani, Suceava, Anul 2005, Numar persoane, 7
10-14 ani, Suceava, Anul 2006, Numar persoane, 13
10-14 ani, Suceava, Anul 2007, Numar persoane, 11
10-14 ani, Suceava, Anul 2008, Numar persoane, 6
10-14 ani, Suceava, Anul 2009, Numar persoane, 16
10-14 ani, Suceava, Anul 2010, Numar persoane, 15
10-14 ani, Suceava, Anul 2011, Numar persoane, 45
10-14 ani, Suceava, Anul 2012, Numar persoane, 70
10-14 ani, Suceava, Anul 2013, Numar persoane, 47
10-14 ani, Suceava, Anul 2014, Numar persoane, 16
10-14 ani, Suceava, Anul 2015, Numar persoane, 20
10-14 ani, Suceava, Anul 2016, Numar persoane, 29
10-14 ani, Suceava, Anul 2017, Numar persoane, 48
10-14 ani, Suceava, Anul 2018, Numar persoane, 51
10-14 ani, Suceava, Anul 2019, Numar persoane, 54
10-14 ani, Suceava, Anul 2020, Numar persoane, 46
10-14 ani, Suceava, Anul 2021, Numar persoane, 106
10-14 ani, Suceava, Anul 2022, Numar persoane, 111
10-14 ani, Vaslui, Anul 1996, Numar persoane, 2
10-14 ani, Vaslui, Anul 1997, Numar persoane, 5
10-14 ani, Vaslui, Anul 1998, Numar persoane, 2
10-14 ani, Vaslui, Anul 1999, Numar persoane, 2
10-14 ani, Vaslui, Anul 2000, Numar persoane, 3
10-14 ani, Vaslui, Anul 2001, Numar persoane, 1
10-14 ani, Vaslui, Anul 2003, Numar persoane, 6
10-14 ani, Vaslui, Anul 2004, Numar persoane, 5
10-14 ani, Vaslui, Anul 2005, Numar persoane, 2
10-14 ani, Vaslui, Anul 2006, Numar persoane, 3
10-14 ani, Vaslui, Anul 2007, Numar persoane, 3
10-14 ani, Vaslui, Anul 2008, Numar persoane, 4
10-14 ani, Vaslui, Anul 2009, Numar persoane, 6
10-14 ani, Vaslui, Anul 2010, Numar persoane, 5
10-14 ani, Vaslui, Anul 2011, Numar persoane, 14
10-14 ani, Vaslui, Anul 2012, Numar persoane, 28
10-14 ani, Vaslui, Anul 2013, Numar persoane, 15
10-14 ani, Vaslui, Anul 2014, Numar persoane, 15
10-14 ani, Vaslui, Anul 2015, Numar persoane, 15
10-14 ani, Vaslui, Anul 2016, Numar persoane, 30
10-14 ani, Vaslui, Anul 2017, Numar persoane, 39
10-14 ani, Vaslui, Anul 2018, Numar persoane, 55
10-14 ani, Vaslui, Anul 2019, Numar persoane, 74
10-14 ani, Vaslui, Anul 2020, Numar persoane, 60
10-14 ani, Vaslui, Anul 2021, Numar persoane, 147
10-14 ani, Vaslui, Anul 2022, Numar persoane, 216
10-14 ani, Braila, Anul 1992, Numar persoane, 1
10-14 ani, Braila, Anul 1993, Numar persoane, 2
10-14 ani, Braila, Anul 1994, Numar persoane, 2
10-14 ani, Braila, Anul 1995, Numar persoane, 6
10-14 ani, Braila, Anul 1996, Numar persoane, 3
10-14 ani, Braila, Anul 1997, Numar persoane, 3
10-14 ani, Braila, Anul 1998, Numar persoane, 4
10-14 ani, Braila, Anul 1999, Numar persoane, 5
10-14 ani, Braila, Anul 2000, Numar persoane, 6
10-14 ani, Braila, Anul 2001, Numar persoane, 4
10-14 ani, Braila, Anul 2002, Numar persoane, 7
10-14 ani, Braila, Anul 2003, Numar persoane, 5
10-14 ani, Braila, Anul 2004, Numar persoane, 4
10-14 ani, Braila, Anul 2005, Numar persoane, 6
10-14 ani, Braila, Anul 2006, Numar persoane, 1
10-14 ani, Braila, Anul 2007, Numar persoane, 2
10-14 ani, Braila, Anul 2008, Numar persoane, 9
10-14 ani, Braila, Anul 2009, Numar persoane, 7
10-14 ani, Braila, Anul 2010, Numar persoane, 1
10-14 ani, Braila, Anul 2011, Numar persoane, 12
10-14 ani, Braila, Anul 2012, Numar persoane, 18
10-14 ani, Braila, Anul 2013, Numar persoane, 11
10-14 ani, Braila, Anul 2014, Numar persoane, 6
10-14 ani, Braila, Anul 2015, Numar persoane, 9
10-14 ani, Braila, Anul 2016, Numar persoane, 23
10-14 ani, Braila, Anul 2017, Numar persoane, 29
10-14 ani, Braila, Anul 2018, Numar persoane, 33
10-14 ani, Braila, Anul 2019, Numar persoane, 30
10-14 ani, Braila, Anul 2020, Numar persoane, 24
10-14 ani, Braila, Anul 2021, Numar persoane, 45
10-14 ani, Braila, Anul 2022, Numar persoane, 43
10-14 ani, Buzau, Anul 1992, Numar persoane, 1
10-14 ani, Buzau, Anul 1993, Numar persoane, 2
10-14 ani, Buzau, Anul 1994, Numar persoane, 1
10-14 ani, Buzau, Anul 1996, Numar persoane, 2
10-14 ani, Buzau, Anul 1997, Numar persoane, 2
10-14 ani, Buzau, Anul 1998, Numar persoane, 2
10-14 ani, Buzau, Anul 1999, Numar persoane, 2
10-14 ani, Buzau, Anul 2000, Numar persoane, 3
10-14 ani, Buzau, Anul 2001, Numar persoane, 2
10-14 ani, Buzau, Anul 2002, Numar persoane, 5
