Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Total, Rural, Dambovita, Anul 1992, Numar persoane, 4809
Total, Rural, Dambovita, Anul 1993, Numar persoane, 4791
Total, Rural, Dambovita, Anul 1994, Numar persoane, 4645
Total, Rural, Dambovita, Anul 1995, Numar persoane, 4433
Total, Rural, Dambovita, Anul 1996, Numar persoane, 4199
Total, Rural, Dambovita, Anul 1997, Numar persoane, 4177
Total, Rural, Dambovita, Anul 1998, Numar persoane, 4370
Total, Rural, Dambovita, Anul 1999, Numar persoane, 4281
Total, Rural, Dambovita, Anul 2000, Numar persoane, 4112
Total, Rural, Dambovita, Anul 2001, Numar persoane, 3966
Total, Rural, Dambovita, Anul 2002, Numar persoane, 3882
Total, Rural, Dambovita, Anul 2003, Numar persoane, 3885
Total, Rural, Dambovita, Anul 2004, Numar persoane, 3866
Total, Rural, Dambovita, Anul 2005, Numar persoane, 3646
Total, Rural, Dambovita, Anul 2006, Numar persoane, 3477
Total, Rural, Dambovita, Anul 2007, Numar persoane, 3410
Total, Rural, Dambovita, Anul 2008, Numar persoane, 3637
Total, Rural, Dambovita, Anul 2009, Numar persoane, 3729
Total, Rural, Dambovita, Anul 2010, Numar persoane, 3610
Total, Rural, Dambovita, Anul 2011, Numar persoane, 3358
Total, Rural, Dambovita, Anul 2012, Numar persoane, 3362
Total, Rural, Dambovita, Anul 2013, Numar persoane, 3344
Total, Rural, Dambovita, Anul 2014, Numar persoane, 3260
Total, Rural, Dambovita, Anul 2015, Numar persoane, 3261
Total, Rural, Dambovita, Anul 2016, Numar persoane, 3336
Total, Rural, Dambovita, Anul 2017, Numar persoane, 3364
Total, Rural, Dambovita, Anul 2018, Numar persoane, 3380
Total, Rural, Dambovita, Anul 2019, Numar persoane, 3414
Total, Rural, Dambovita, Anul 2020, Numar persoane, 3367
Total, Rural, Dambovita, Anul 2021, Numar persoane, 3383
Total, Rural, Dambovita, Anul 2022, Numar persoane, 2957
Total, Rural, Giurgiu, Anul 1990, Numar persoane, 2741
Total, Rural, Giurgiu, Anul 1991, Numar persoane, 2326
Total, Rural, Giurgiu, Anul 1992, Numar persoane, 2263
Total, Rural, Giurgiu, Anul 1993, Numar persoane, 2258
Total, Rural, Giurgiu, Anul 1994, Numar persoane, 2211
Total, Rural, Giurgiu, Anul 1995, Numar persoane, 2259
Total, Rural, Giurgiu, Anul 1996, Numar persoane, 2161
Total, Rural, Giurgiu, Anul 1997, Numar persoane, 2142
Total, Rural, Giurgiu, Anul 1998, Numar persoane, 1989
Total, Rural, Giurgiu, Anul 1999, Numar persoane, 2027
Total, Rural, Giurgiu, Anul 2000, Numar persoane, 1987
Total, Rural, Giurgiu, Anul 2001, Numar persoane, 1949
Total, Rural, Giurgiu, Anul 2002, Numar persoane, 1804
Total, Rural, Giurgiu, Anul 2003, Numar persoane, 1847
Total, Rural, Giurgiu, Anul 2004, Numar persoane, 1791
Total, Rural, Giurgiu, Anul 2005, Numar persoane, 1745
Total, Rural, Giurgiu, Anul 2006, Numar persoane, 1819
Total, Rural, Giurgiu, Anul 2007, Numar persoane, 1792
Total, Rural, Giurgiu, Anul 2008, Numar persoane, 1936
Total, Rural, Giurgiu, Anul 2009, Numar persoane, 1940
Total, Rural, Giurgiu, Anul 2010, Numar persoane, 1808
Total, Rural, Giurgiu, Anul 2011, Numar persoane, 1784
Total, Rural, Giurgiu, Anul 2012, Numar persoane, 1785
Total, Rural, Giurgiu, Anul 2013, Numar persoane, 1735
Total, Rural, Giurgiu, Anul 2014, Numar persoane, 1642
Total, Rural, Giurgiu, Anul 2015, Numar persoane, 1770
Total, Rural, Giurgiu, Anul 2016, Numar persoane, 1728
Total, Rural, Giurgiu, Anul 2017, Numar persoane, 1789
Total, Rural, Giurgiu, Anul 2018, Numar persoane, 1659
Total, Rural, Giurgiu, Anul 2019, Numar persoane, 1680
Total, Rural, Giurgiu, Anul 2020, Numar persoane, 1597
Total, Rural, Giurgiu, Anul 2021, Numar persoane, 1645
Total, Rural, Giurgiu, Anul 2022, Numar persoane, 1460
Total, Rural, Ialomita, Anul 1990, Numar persoane, 2609
Total, Rural, Ialomita, Anul 1991, Numar persoane, 2189
Total, Rural, Ialomita, Anul 1992, Numar persoane, 2095
Total, Rural, Ialomita, Anul 1993, Numar persoane, 2283
Total, Rural, Ialomita, Anul 1994, Numar persoane, 2273
Total, Rural, Ialomita, Anul 1995, Numar persoane, 2190
Total, Rural, Ialomita, Anul 1996, Numar persoane, 2014
Total, Rural, Ialomita, Anul 1997, Numar persoane, 2033
Total, Rural, Ialomita, Anul 1998, Numar persoane, 2163
Total, Rural, Ialomita, Anul 1999, Numar persoane, 2134
Total, Rural, Ialomita, Anul 2000, Numar persoane, 2108
Total, Rural, Ialomita, Anul 2001, Numar persoane, 2024
Total, Rural, Ialomita, Anul 2002, Numar persoane, 1872
Total, Rural, Ialomita, Anul 2003, Numar persoane, 1896
Total, Rural, Ialomita, Anul 2004, Numar persoane, 1652
Total, Rural, Ialomita, Anul 2005, Numar persoane, 1691
Total, Rural, Ialomita, Anul 2006, Numar persoane, 1686
Total, Rural, Ialomita, Anul 2007, Numar persoane, 1667
Total, Rural, Ialomita, Anul 2008, Numar persoane, 1763
Total, Rural, Ialomita, Anul 2009, Numar persoane, 1810
Total, Rural, Ialomita, Anul 2010, Numar persoane, 1712
Total, Rural, Ialomita, Anul 2011, Numar persoane, 1577
Total, Rural, Ialomita, Anul 2012, Numar persoane, 1582
Total, Rural, Ialomita, Anul 2013, Numar persoane, 1516
Total, Rural, Ialomita, Anul 2014, Numar persoane, 1537
Total, Rural, Ialomita, Anul 2015, Numar persoane, 1414
Total, Rural, Ialomita, Anul 2016, Numar persoane, 1475
Total, Rural, Ialomita, Anul 2017, Numar persoane, 1486
Total, Rural, Ialomita, Anul 2018, Numar persoane, 1456
Total, Rural, Ialomita, Anul 2019, Numar persoane, 1443
Total, Rural, Ialomita, Anul 2020, Numar persoane, 1473
Total, Rural, Ialomita, Anul 2021, Numar persoane, 1418
Total, Rural, Ialomita, Anul 2022, Numar persoane, 1248
Total, Rural, Prahova, Anul 1990, Numar persoane, 5425
Total, Rural, Prahova, Anul 1991, Numar persoane, 4906
Total, Rural, Prahova, Anul 1992, Numar persoane, 5003
Total, Rural, Prahova, Anul 1993, Numar persoane, 5048
Total, Rural, Prahova, Anul 1994, Numar persoane, 4881
Total, Rural, Prahova, Anul 1995, Numar persoane, 4641
Total, Rural, Prahova, Anul 1996, Numar persoane, 4432
Total, Rural, Prahova, Anul 1997, Numar persoane, 4556
Total, Rural, Prahova, Anul 1998, Numar persoane, 4399
Total, Rural, Prahova, Anul 1999, Numar persoane, 4292
Total, Rural, Prahova, Anul 2000, Numar persoane, 4566
Total, Rural, Prahova, Anul 2001, Numar persoane, 4182
Total, Rural, Prahova, Anul 2002, Numar persoane, 4035
Total, Rural, Prahova, Anul 2003, Numar persoane, 4098
Total, Rural, Prahova, Anul 2004, Numar persoane, 4081
Total, Rural, Prahova, Anul 2005, Numar persoane, 4299
Total, Rural, Prahova, Anul 2006, Numar persoane, 4012
Total, Rural, Prahova, Anul 2007, Numar persoane, 3910
Total, Rural, Prahova, Anul 2008, Numar persoane, 3723
Total, Rural, Prahova, Anul 2009, Numar persoane, 3993
Total, Rural, Prahova, Anul 2010, Numar persoane, 3568
Total, Rural, Prahova, Anul 2011, Numar persoane, 3261
Total, Rural, Prahova, Anul 2012, Numar persoane, 3316
Total, Rural, Prahova, Anul 2013, Numar persoane, 3344
Total, Rural, Prahova, Anul 2014, Numar persoane, 3293
Total, Rural, Prahova, Anul 2015, Numar persoane, 3401
Total, Rural, Prahova, Anul 2016, Numar persoane, 3402
Total, Rural, Prahova, Anul 2017, Numar persoane, 3403
Total, Rural, Prahova, Anul 2018, Numar persoane, 3434
Total, Rural, Prahova, Anul 2019, Numar persoane, 3390
Total, Rural, Prahova, Anul 2020, Numar persoane, 3236
Total, Rural, Prahova, Anul 2021, Numar persoane, 3252
Total, Rural, Prahova, Anul 2022, Numar persoane, 2933
Total, Rural, Teleorman, Anul 1990, Numar persoane, 3782
Total, Rural, Teleorman, Anul 1991, Numar persoane, 3329
Total, Rural, Teleorman, Anul 1992, Numar persoane, 3347
Total, Rural, Teleorman, Anul 1993, Numar persoane, 3231
Total, Rural, Teleorman, Anul 1994, Numar persoane, 3185
Total, Rural, Teleorman, Anul 1995, Numar persoane, 3010
Total, Rural, Teleorman, Anul 1996, Numar persoane, 2792
Total, Rural, Teleorman, Anul 1997, Numar persoane, 2880
Total, Rural, Teleorman, Anul 1998, Numar persoane, 2811
Total, Rural, Teleorman, Anul 1999, Numar persoane, 2710
Total, Rural, Teleorman, Anul 2000, Numar persoane, 2615
Total, Rural, Teleorman, Anul 2001, Numar persoane, 2401
Total, Rural, Teleorman, Anul 2002, Numar persoane, 2235
Total, Rural, Teleorman, Anul 2003, Numar persoane, 2168
Total, Rural, Teleorman, Anul 2004, Numar persoane, 2041
Total, Rural, Teleorman, Anul 2005, Numar persoane, 2061
Total, Rural, Teleorman, Anul 2006, Numar persoane, 1939
Total, Rural, Teleorman, Anul 2007, Numar persoane, 1866
Total, Rural, Teleorman, Anul 2008, Numar persoane, 1890
Total, Rural, Teleorman, Anul 2009, Numar persoane, 2042
Total, Rural, Teleorman, Anul 2010, Numar persoane, 1922
Total, Rural, Teleorman, Anul 2011, Numar persoane, 1735
Total, Rural, Teleorman, Anul 2012, Numar persoane, 1849
Total, Rural, Teleorman, Anul 2013, Numar persoane, 1853
Total, Rural, Teleorman, Anul 2014, Numar persoane, 1839
Total, Rural, Teleorman, Anul 2015, Numar persoane, 1746
Total, Rural, Teleorman, Anul 2016, Numar persoane, 1802
Total, Rural, Teleorman, Anul 2017, Numar persoane, 1805
Total, Rural, Teleorman, Anul 2018, Numar persoane, 1691
Total, Rural, Teleorman, Anul 2019, Numar persoane, 1770
Total, Rural, Teleorman, Anul 2020, Numar persoane, 1675
Total, Rural, Teleorman, Anul 2021, Numar persoane, 1611
Total, Rural, Teleorman, Anul 2022, Numar persoane, 1439
Total, Rural, Ilfov, Anul 1990, Numar persoane, 2993
Total, Rural, Ilfov, Anul 1991, Numar persoane, 2320
Total, Rural, Ilfov, Anul 1992, Numar persoane, 2325
Total, Rural, Ilfov, Anul 1993, Numar persoane, 2238
Total, Rural, Ilfov, Anul 1994, Numar persoane, 2422
Total, Rural, Ilfov, Anul 1995, Numar persoane, 2406
Total, Rural, Ilfov, Anul 1996, Numar persoane, 2269
Total, Rural, Ilfov, Anul 1997, Numar persoane, 2448
Total, Rural, Ilfov, Anul 1998, Numar persoane, 2417
Total, Rural, Ilfov, Anul 1999, Numar persoane, 2331
Total, Rural, Ilfov, Anul 2000, Numar persoane, 2508
Total, Rural, Ilfov, Anul 2001, Numar persoane, 2224
Total, Rural, Ilfov, Anul 2002, Numar persoane, 2384
Total, Rural, Ilfov, Anul 2003, Numar persoane, 2395
Total, Rural, Ilfov, Anul 2004, Numar persoane, 2153
Total, Rural, Ilfov, Anul 2005, Numar persoane, 2270
Total, Rural, Ilfov, Anul 2006, Numar persoane, 1813
Total, Rural, Ilfov, Anul 2007, Numar persoane, 1958
Total, Rural, Ilfov, Anul 2008, Numar persoane, 2112
Total, Rural, Ilfov, Anul 2009, Numar persoane, 2237
Total, Rural, Ilfov, Anul 2010, Numar persoane, 2170
Total, Rural, Ilfov, Anul 2011, Numar persoane, 2044
Total, Rural, Ilfov, Anul 2012, Numar persoane, 2167
Total, Rural, Ilfov, Anul 2013, Numar persoane, 2252
Total, Rural, Ilfov, Anul 2014, Numar persoane, 2245
Total, Rural, Ilfov, Anul 2015, Numar persoane, 2394
Total, Rural, Ilfov, Anul 2016, Numar persoane, 2718
Total, Rural, Ilfov, Anul 2017, Numar persoane, 2699
Total, Rural, Ilfov, Anul 2018, Numar persoane, 2684
Total, Rural, Ilfov, Anul 2019, Numar persoane, 2549
Total, Rural, Ilfov, Anul 2020, Numar persoane, 2528
Total, Rural, Ilfov, Anul 2021, Numar persoane, 2642
Total, Rural, Ilfov, Anul 2022, Numar persoane, 2492
Total, Rural, Dolj, Anul 1990, Numar persoane, 5341
Total, Rural, Dolj, Anul 1991, Numar persoane, 4548
Total, Rural, Dolj, Anul 1992, Numar persoane, 4349
Total, Rural, Dolj, Anul 1993, Numar persoane, 4412
Total, Rural, Dolj, Anul 1994, Numar persoane, 4254
Total, Rural, Dolj, Anul 1995, Numar persoane, 4100
Total, Rural, Dolj, Anul 1996, Numar persoane, 3948
Total, Rural, Dolj, Anul 1997, Numar persoane, 4084
Total, Rural, Dolj, Anul 1998, Numar persoane, 4071
Total, Rural, Dolj, Anul 1999, Numar persoane, 3963
Total, Rural, Dolj, Anul 2000, Numar persoane, 4160
Total, Rural, Dolj, Anul 2001, Numar persoane, 3662
Total, Rural, Dolj, Anul 2002, Numar persoane, 3490
Total, Rural, Dolj, Anul 2003, Numar persoane, 3334
Total, Rural, Dolj, Anul 2004, Numar persoane, 3050
Total, Rural, Dolj, Anul 2005, Numar persoane, 2943
Total, Rural, Dolj, Anul 2006, Numar persoane, 2731
Total, Rural, Dolj, Anul 2007, Numar persoane, 2725
Total, Rural, Dolj, Anul 2008, Numar persoane, 2801
Total, Rural, Dolj, Anul 2009, Numar persoane, 2823
Total, Rural, Dolj, Anul 2010, Numar persoane, 2634
Total, Rural, Dolj, Anul 2011, Numar persoane, 2736
Total, Rural, Dolj, Anul 2012, Numar persoane, 2800
Total, Rural, Dolj, Anul 2013, Numar persoane, 3000
Total, Rural, Dolj, Anul 2014, Numar persoane, 2759
Total, Rural, Dolj, Anul 2015, Numar persoane, 2910
Total, Rural, Dolj, Anul 2016, Numar persoane, 2871
Total, Rural, Dolj, Anul 2017, Numar persoane, 3007
Total, Rural, Dolj, Anul 2018, Numar persoane, 3030
Total, Rural, Dolj, Anul 2019, Numar persoane, 3011
Total, Rural, Dolj, Anul 2020, Numar persoane, 2943
Total, Rural, Dolj, Anul 2021, Numar persoane, 2905
Total, Rural, Dolj, Anul 2022, Numar persoane, 2564
Total, Rural, Gorj, Anul 1990, Numar persoane, 3520
Total, Rural, Gorj, Anul 1991, Numar persoane, 3155
Total, Rural, Gorj, Anul 1992, Numar persoane, 3107
Total, Rural, Gorj, Anul 1993, Numar persoane, 3039
Total, Rural, Gorj, Anul 1994, Numar persoane, 3083
Total, Rural, Gorj, Anul 1995, Numar persoane, 2823
Total, Rural, Gorj, Anul 1996, Numar persoane, 2720
Total, Rural, Gorj, Anul 1997, Numar persoane, 2797
Total, Rural, Gorj, Anul 1998, Numar persoane, 2731
Total, Rural, Gorj, Anul 1999, Numar persoane, 2530
Total, Rural, Gorj, Anul 2000, Numar persoane, 2597
Total, Rural, Gorj, Anul 2001, Numar persoane, 2337
Total, Rural, Gorj, Anul 2002, Numar persoane, 2235
Total, Rural, Gorj, Anul 2003, Numar persoane, 2222
Total, Rural, Gorj, Anul 2004, Numar persoane, 1977
Total, Rural, Gorj, Anul 2005, Numar persoane, 1878
Total, Rural, Gorj, Anul 2006, Numar persoane, 1729
Total, Rural, Gorj, Anul 2007, Numar persoane, 1711
Total, Rural, Gorj, Anul 2008, Numar persoane, 1634
Total, Rural, Gorj, Anul 2009, Numar persoane, 1678
Total, Rural, Gorj, Anul 2010, Numar persoane, 1497
Total, Rural, Gorj, Anul 2011, Numar persoane, 1471
Total, Rural, Gorj, Anul 2012, Numar persoane, 1487
Total, Rural, Gorj, Anul 2013, Numar persoane, 1456
Total, Rural, Gorj, Anul 2014, Numar persoane, 1438
Total, Rural, Gorj, Anul 2015, Numar persoane, 1422
Total, Rural, Gorj, Anul 2016, Numar persoane, 1443
Total, Rural, Gorj, Anul 2017, Numar persoane, 1477
Total, Rural, Gorj, Anul 2018, Numar persoane, 1454
Total, Rural, Gorj, Anul 2019, Numar persoane, 1468
Total, Rural, Gorj, Anul 2020, Numar persoane, 1444
Total, Rural, Gorj, Anul 2021, Numar persoane, 1363
Total, Rural, Gorj, Anul 2022, Numar persoane, 1287
Total, Rural, Mehedinti, Anul 1990, Numar persoane, 2431
Total, Rural, Mehedinti, Anul 1991, Numar persoane, 2202
Total, Rural, Mehedinti, Anul 1992, Numar persoane, 1946
Total, Rural, Mehedinti, Anul 1993, Numar persoane, 2118
Total, Rural, Mehedinti, Anul 1994, Numar persoane, 1884
Total, Rural, Mehedinti, Anul 1995, Numar persoane, 1922
Total, Rural, Mehedinti, Anul 1996, Numar persoane, 1900
Total, Rural, Mehedinti, Anul 1997, Numar persoane, 1942
Total, Rural, Mehedinti, Anul 1998, Numar persoane, 1823
Total, Rural, Mehedinti, Anul 1999, Numar persoane, 1785
Total, Rural, Mehedinti, Anul 2000, Numar persoane, 1774
Total, Rural, Mehedinti, Anul 2001, Numar persoane, 1693
Total, Rural, Mehedinti, Anul 2002, Numar persoane, 1572
Total, Rural, Mehedinti, Anul 2003, Numar persoane, 1555
Total, Rural, Mehedinti, Anul 2004, Numar persoane, 1503
Total, Rural, Mehedinti, Anul 2005, Numar persoane, 1369
Total, Rural, Mehedinti, Anul 2006, Numar persoane, 1243
Total, Rural, Mehedinti, Anul 2007, Numar persoane, 1270
Total, Rural, Mehedinti, Anul 2008, Numar persoane, 1329
Total, Rural, Mehedinti, Anul 2009, Numar persoane, 1536
Total, Rural, Mehedinti, Anul 2010, Numar persoane, 1341
Total, Rural, Mehedinti, Anul 2011, Numar persoane, 1273
Total, Rural, Mehedinti, Anul 2012, Numar persoane, 1396
Total, Rural, Mehedinti, Anul 2013, Numar persoane, 1362
Total, Rural, Mehedinti, Anul 2014, Numar persoane, 1307
Total, Rural, Mehedinti, Anul 2015, Numar persoane, 1287
Total, Rural, Mehedinti, Anul 2016, Numar persoane, 1341
Total, Rural, Mehedinti, Anul 2017, Numar persoane, 1232
Total, Rural, Mehedinti, Anul 2018, Numar persoane, 1264
Total, Rural, Mehedinti, Anul 2019, Numar persoane, 1385
Total, Rural, Mehedinti, Anul 2020, Numar persoane, 1226
Total, Rural, Mehedinti, Anul 2021, Numar persoane, 1229
Total, Rural, Mehedinti, Anul 2022, Numar persoane, 1045
Total, Rural, Olt, Anul 1990, Numar persoane, 4119
Total, Rural, Olt, Anul 1991, Numar persoane, 3866
Total, Rural, Olt, Anul 1992, Numar persoane, 3796
Total, Rural, Olt, Anul 1993, Numar persoane, 3832
Total, Rural, Olt, Anul 1994, Numar persoane, 3564
Total, Rural, Olt, Anul 1995, Numar persoane, 3469
Total, Rural, Olt, Anul 1996, Numar persoane, 3442
Total, Rural, Olt, Anul 1997, Numar persoane, 3527
Total, Rural, Olt, Anul 1998, Numar persoane, 3396
Total, Rural, Olt, Anul 1999, Numar persoane, 3326
Total, Rural, Olt, Anul 2000, Numar persoane, 3119
Total, Rural, Olt, Anul 2001, Numar persoane, 2803
Total, Rural, Olt, Anul 2002, Numar persoane, 2480
Total, Rural, Olt, Anul 2003, Numar persoane, 2503
Total, Rural, Olt, Anul 2004, Numar persoane, 2386
Total, Rural, Olt, Anul 2005, Numar persoane, 2242
Total, Rural, Olt, Anul 2006, Numar persoane, 2158
Total, Rural, Olt, Anul 2007, Numar persoane, 2045
Total, Rural, Olt, Anul 2008, Numar persoane, 2039
Total, Rural, Olt, Anul 2009, Numar persoane, 2080
Total, Rural, Olt, Anul 2010, Numar persoane, 1851
Total, Rural, Olt, Anul 2011, Numar persoane, 1712
Total, Rural, Olt, Anul 2012, Numar persoane, 1820
Total, Rural, Olt, Anul 2013, Numar persoane, 1791
Total, Rural, Olt, Anul 2014, Numar persoane, 1874
Total, Rural, Olt, Anul 2015, Numar persoane, 1716
Total, Rural, Olt, Anul 2016, Numar persoane, 1770
Total, Rural, Olt, Anul 2017, Numar persoane, 1847
Total, Rural, Olt, Anul 2018, Numar persoane, 1757
Total, Rural, Olt, Anul 2019, Numar persoane, 1778
Total, Rural, Olt, Anul 2020, Numar persoane, 1691
Total, Rural, Olt, Anul 2021, Numar persoane, 1735
Total, Rural, Olt, Anul 2022, Numar persoane, 1599
Total, Rural, Valcea, Anul 1990, Numar persoane, 3817
Total, Rural, Valcea, Anul 1991, Numar persoane, 3546
Total, Rural, Valcea, Anul 1992, Numar persoane, 3324
Total, Rural, Valcea, Anul 1993, Numar persoane, 3064
Total, Rural, Valcea, Anul 1994, Numar persoane, 3133
Total, Rural, Valcea, Anul 1995, Numar persoane, 2851
Total, Rural, Valcea, Anul 1996, Numar persoane, 2895
Total, Rural, Valcea, Anul 1997, Numar persoane, 2796
Total, Rural, Valcea, Anul 1998, Numar persoane, 2845
Total, Rural, Valcea, Anul 1999, Numar persoane, 2716
Total, Rural, Valcea, Anul 2000, Numar persoane, 2646
Total, Rural, Valcea, Anul 2001, Numar persoane, 2424
Total, Rural, Valcea, Anul 2002, Numar persoane, 2171
Total, Rural, Valcea, Anul 2003, Numar persoane, 2013
Total, Rural, Valcea, Anul 2004, Numar persoane, 1884
Total, Rural, Valcea, Anul 2005, Numar persoane, 1899
Total, Rural, Valcea, Anul 2006, Numar persoane, 1832
Total, Rural, Valcea, Anul 2007, Numar persoane, 1746
Total, Rural, Valcea, Anul 2008, Numar persoane, 1741
Total, Rural, Valcea, Anul 2009, Numar persoane, 1767
Total, Rural, Valcea, Anul 2010, Numar persoane, 1617
Total, Rural, Valcea, Anul 2011, Numar persoane, 1490
Total, Rural, Valcea, Anul 2012, Numar persoane, 1449
Total, Rural, Valcea, Anul 2013, Numar persoane, 1574
Total, Rural, Valcea, Anul 2014, Numar persoane, 1450
Total, Rural, Valcea, Anul 2015, Numar persoane, 1313
Total, Rural, Valcea, Anul 2016, Numar persoane, 1280
Total, Rural, Valcea, Anul 2017, Numar persoane, 1402
Total, Rural, Valcea, Anul 2018, Numar persoane, 1402
Total, Rural, Valcea, Anul 2019, Numar persoane, 1269
Total, Rural, Valcea, Anul 2020, Numar persoane, 1286
Total, Rural, Valcea, Anul 2021, Numar persoane, 1255
Total, Rural, Valcea, Anul 2022, Numar persoane, 1147
Total, Rural, Regiunea VEST, Anul 1990, Numar persoane, 9685
Total, Rural, Regiunea VEST, Anul 1991, Numar persoane, 8739
Total, Rural, Regiunea VEST, Anul 1992, Numar persoane, 8329
Total, Rural, Regiunea VEST, Anul 1993, Numar persoane, 8150
Total, Rural, Regiunea VEST, Anul 1994, Numar persoane, 8041
Total, Rural, Regiunea VEST, Anul 1995, Numar persoane, 7596
Total, Rural, Regiunea VEST, Anul 1996, Numar persoane, 7389
Total, Rural, Regiunea VEST, Anul 1997, Numar persoane, 7727
Total, Rural, Regiunea VEST, Anul 1998, Numar persoane, 7703
Total, Rural, Regiunea VEST, Anul 1999, Numar persoane, 7636
Total, Rural, Regiunea VEST, Anul 2000, Numar persoane, 7695
Total, Rural, Regiunea VEST, Anul 2001, Numar persoane, 7068
Total, Rural, Regiunea VEST, Anul 2002, Numar persoane, 7112
Total, Rural, Regiunea VEST, Anul 2003, Numar persoane, 7069
Total, Rural, Regiunea VEST, Anul 2004, Numar persoane, 6554
Total, Rural, Regiunea VEST, Anul 2005, Numar persoane, 6601
Total, Rural, Regiunea VEST, Anul 2006, Numar persoane, 6610
Total, Rural, Regiunea VEST, Anul 2007, Numar persoane, 6346
Total, Rural, Regiunea VEST, Anul 2008, Numar persoane, 6573
Total, Rural, Regiunea VEST, Anul 2009, Numar persoane, 6616
Total, Rural, Regiunea VEST, Anul 2010, Numar persoane, 6099
Total, Rural, Regiunea VEST, Anul 2011, Numar persoane, 6007
Total, Rural, Regiunea VEST, Anul 2012, Numar persoane, 6132
Total, Rural, Regiunea VEST, Anul 2013, Numar persoane, 6466
Total, Rural, Regiunea VEST, Anul 2014, Numar persoane, 6383
Total, Rural, Regiunea VEST, Anul 2015, Numar persoane, 6539
Total, Rural, Regiunea VEST, Anul 2016, Numar persoane, 6963
Total, Rural, Regiunea VEST, Anul 2017, Numar persoane, 6957
Total, Rural, Regiunea VEST, Anul 2018, Numar persoane, 7296
Total, Rural, Regiunea VEST, Anul 2019, Numar persoane, 7367
Total, Rural, Regiunea VEST, Anul 2020, Numar persoane, 6971
Total, Rural, Regiunea VEST, Anul 2021, Numar persoane, 6766
Total, Rural, Regiunea VEST, Anul 2022, Numar persoane, 6423
Total, Rural, Arad, Anul 1990, Numar persoane, 2835
Total, Rural, Arad, Anul 1991, Numar persoane, 2573
Total, Rural, Arad, Anul 1992, Numar persoane, 2463
Total, Rural, Arad, Anul 1993, Numar persoane, 2364
Total, Rural, Arad, Anul 1994, Numar persoane, 2461
Total, Rural, Arad, Anul 1995, Numar persoane, 2380
Total, Rural, Arad, Anul 1996, Numar persoane, 2290
Total, Rural, Arad, Anul 1997, Numar persoane, 2425
Total, Rural, Arad, Anul 1998, Numar persoane, 2429
Total, Rural, Arad, Anul 1999, Numar persoane, 2398
Total, Rural, Arad, Anul 2000, Numar persoane, 2492
Total, Rural, Arad, Anul 2001, Numar persoane, 2289
Total, Rural, Arad, Anul 2002, Numar persoane, 2244
Total, Rural, Arad, Anul 2003, Numar persoane, 2288
Total, Rural, Arad, Anul 2004, Numar persoane, 1883
Total, Rural, Arad, Anul 2005, Numar persoane, 2031
Total, Rural, Arad, Anul 2006, Numar persoane, 1978
Total, Rural, Arad, Anul 2007, Numar persoane, 1903
Total, Rural, Arad, Anul 2008, Numar persoane, 1992
Total, Rural, Arad, Anul 2009, Numar persoane, 1927
Total, Rural, Arad, Anul 2010, Numar persoane, 1870
Total, Rural, Arad, Anul 2011, Numar persoane, 1785
Total, Rural, Arad, Anul 2012, Numar persoane, 1820
Total, Rural, Arad, Anul 2013, Numar persoane, 1851
Total, Rural, Arad, Anul 2014, Numar persoane, 1870
Total, Rural, Arad, Anul 2015, Numar persoane, 1838
Total, Rural, Arad, Anul 2016, Numar persoane, 1999
Total, Rural, Arad, Anul 2017, Numar persoane, 1867
Total, Rural, Arad, Anul 2018, Numar persoane, 1991
Total, Rural, Arad, Anul 2019, Numar persoane, 2061
Total, Rural, Arad, Anul 2020, Numar persoane, 1927
Total, Rural, Arad, Anul 2021, Numar persoane, 1803
Total, Rural, Arad, Anul 2022, Numar persoane, 1639
Total, Rural, Caras-Severin, Anul 1990, Numar persoane, 1870
Total, Rural, Caras-Severin, Anul 1991, Numar persoane, 1699
Total, Rural, Caras-Severin, Anul 1992, Numar persoane, 1635
Total, Rural, Caras-Severin, Anul 1993, Numar persoane, 1559
Total, Rural, Caras-Severin, Anul 1994, Numar persoane, 1488
Total, Rural, Caras-Severin, Anul 1995, Numar persoane, 1435
Total, Rural, Caras-Severin, Anul 1996, Numar persoane, 1341
Total, Rural, Caras-Severin, Anul 1997, Numar persoane, 1376
Total, Rural, Caras-Severin, Anul 1998, Numar persoane, 1397
Total, Rural, Caras-Severin, Anul 1999, Numar persoane, 1302
Total, Rural, Caras-Severin, Anul 2000, Numar persoane, 1294
Total, Rural, Caras-Severin, Anul 2001, Numar persoane, 1277
Total, Rural, Caras-Severin, Anul 2002, Numar persoane, 1347
Total, Rural, Caras-Severin, Anul 2003, Numar persoane, 1324
Total, Rural, Caras-Severin, Anul 2004, Numar persoane, 1357
Total, Rural, Caras-Severin, Anul 2005, Numar persoane, 1230
Total, Rural, Caras-Severin, Anul 2006, Numar persoane, 1224
Total, Rural, Caras-Severin, Anul 2007, Numar persoane, 1132
Total, Rural, Caras-Severin, Anul 2008, Numar persoane, 1163
Total, Rural, Caras-Severin, Anul 2009, Numar persoane, 1211
Total, Rural, Caras-Severin, Anul 2010, Numar persoane, 1032
Total, Rural, Caras-Severin, Anul 2011, Numar persoane, 995
Total, Rural, Caras-Severin, Anul 2012, Numar persoane, 1016
Total, Rural, Caras-Severin, Anul 2013, Numar persoane, 1087
