Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Feminin, Olt, Anul 2013, Numar persoane, 107
Feminin, Olt, Anul 2014, Numar persoane, 98
Feminin, Olt, Anul 2015, Numar persoane, 120
Feminin, Olt, Anul 2016, Numar persoane, 141
Feminin, Olt, Anul 2017, Numar persoane, 136
Feminin, Olt, Anul 2018, Numar persoane, 191
Feminin, Olt, Anul 2019, Numar persoane, 154
Feminin, Olt, Anul 2020, Numar persoane, 126
Feminin, Olt, Anul 2021, Numar persoane, 214
Feminin, Olt, Anul 2022, Numar persoane, 255
Feminin, Valcea, Anul 1991, Numar persoane, 89
Feminin, Valcea, Anul 1992, Numar persoane, 38
Feminin, Valcea, Anul 1993, Numar persoane, 24
Feminin, Valcea, Anul 1994, Numar persoane, 26
Feminin, Valcea, Anul 1995, Numar persoane, 71
Feminin, Valcea, Anul 1996, Numar persoane, 68
Feminin, Valcea, Anul 1997, Numar persoane, 74
Feminin, Valcea, Anul 1998, Numar persoane, 64
Feminin, Valcea, Anul 1999, Numar persoane, 74
Feminin, Valcea, Anul 2000, Numar persoane, 107
Feminin, Valcea, Anul 2001, Numar persoane, 53
Feminin, Valcea, Anul 2002, Numar persoane, 48
Feminin, Valcea, Anul 2003, Numar persoane, 78
Feminin, Valcea, Anul 2004, Numar persoane, 75
Feminin, Valcea, Anul 2005, Numar persoane, 44
Feminin, Valcea, Anul 2006, Numar persoane, 79
Feminin, Valcea, Anul 2007, Numar persoane, 48
Feminin, Valcea, Anul 2008, Numar persoane, 61
Feminin, Valcea, Anul 2009, Numar persoane, 72
Feminin, Valcea, Anul 2010, Numar persoane, 62
Feminin, Valcea, Anul 2011, Numar persoane, 79
Feminin, Valcea, Anul 2012, Numar persoane, 92
Feminin, Valcea, Anul 2013, Numar persoane, 64
Feminin, Valcea, Anul 2014, Numar persoane, 62
Feminin, Valcea, Anul 2015, Numar persoane, 79
Feminin, Valcea, Anul 2016, Numar persoane, 152
Feminin, Valcea, Anul 2017, Numar persoane, 135
Feminin, Valcea, Anul 2018, Numar persoane, 146
Feminin, Valcea, Anul 2019, Numar persoane, 158
Feminin, Valcea, Anul 2020, Numar persoane, 104
Feminin, Valcea, Anul 2021, Numar persoane, 171
Feminin, Valcea, Anul 2022, Numar persoane, 239
Feminin, Arad, Anul 1991, Numar persoane, 1520
Feminin, Arad, Anul 1992, Numar persoane, 701
Feminin, Arad, Anul 1993, Numar persoane, 1208
Feminin, Arad, Anul 1994, Numar persoane, 457
Feminin, Arad, Anul 1995, Numar persoane, 609
Feminin, Arad, Anul 1996, Numar persoane, 445
Feminin, Arad, Anul 1997, Numar persoane, 502
Feminin, Arad, Anul 1998, Numar persoane, 253
Feminin, Arad, Anul 1999, Numar persoane, 183
Feminin, Arad, Anul 2000, Numar persoane, 240
Feminin, Arad, Anul 2001, Numar persoane, 147
Feminin, Arad, Anul 2002, Numar persoane, 137
Feminin, Arad, Anul 2003, Numar persoane, 151
Feminin, Arad, Anul 2004, Numar persoane, 228
Feminin, Arad, Anul 2005, Numar persoane, 179
Feminin, Arad, Anul 2006, Numar persoane, 206
Feminin, Arad, Anul 2007, Numar persoane, 130
Feminin, Arad, Anul 2008, Numar persoane, 145
Feminin, Arad, Anul 2009, Numar persoane, 160
Feminin, Arad, Anul 2010, Numar persoane, 121
Feminin, Arad, Anul 2011, Numar persoane, 217
Feminin, Arad, Anul 2012, Numar persoane, 247
Feminin, Arad, Anul 2013, Numar persoane, 207
Feminin, Arad, Anul 2014, Numar persoane, 174
Feminin, Arad, Anul 2015, Numar persoane, 228
Feminin, Arad, Anul 2016, Numar persoane, 334
Feminin, Arad, Anul 2017, Numar persoane, 311
Feminin, Arad, Anul 2018, Numar persoane, 327
Feminin, Arad, Anul 2019, Numar persoane, 330
Feminin, Arad, Anul 2020, Numar persoane, 287
Feminin, Arad, Anul 2021, Numar persoane, 426
Feminin, Arad, Anul 2022, Numar persoane, 591
Feminin, Caras-Severin, Anul 1991, Numar persoane, 963
Feminin, Caras-Severin, Anul 1992, Numar persoane, 534
Feminin, Caras-Severin, Anul 1993, Numar persoane, 415
Feminin, Caras-Severin, Anul 1994, Numar persoane, 355
Feminin, Caras-Severin, Anul 1995, Numar persoane, 562
Feminin, Caras-Severin, Anul 1996, Numar persoane, 438
Feminin, Caras-Severin, Anul 1997, Numar persoane, 348
Feminin, Caras-Severin, Anul 1998, Numar persoane, 221
Feminin, Caras-Severin, Anul 1999, Numar persoane, 140
Feminin, Caras-Severin, Anul 2000, Numar persoane, 222
Feminin, Caras-Severin, Anul 2001, Numar persoane, 87
Feminin, Caras-Severin, Anul 2002, Numar persoane, 105
Feminin, Caras-Severin, Anul 2003, Numar persoane, 129
Feminin, Caras-Severin, Anul 2004, Numar persoane, 151
Feminin, Caras-Severin, Anul 2005, Numar persoane, 148
Feminin, Caras-Severin, Anul 2006, Numar persoane, 235
Feminin, Caras-Severin, Anul 2007, Numar persoane, 149
Feminin, Caras-Severin, Anul 2008, Numar persoane, 143
Feminin, Caras-Severin, Anul 2009, Numar persoane, 161
Feminin, Caras-Severin, Anul 2010, Numar persoane, 97
Feminin, Caras-Severin, Anul 2011, Numar persoane, 183
Feminin, Caras-Severin, Anul 2012, Numar persoane, 194
Feminin, Caras-Severin, Anul 2013, Numar persoane, 211
Feminin, Caras-Severin, Anul 2014, Numar persoane, 162
Feminin, Caras-Severin, Anul 2015, Numar persoane, 200
Feminin, Caras-Severin, Anul 2016, Numar persoane, 285
Feminin, Caras-Severin, Anul 2017, Numar persoane, 278
Feminin, Caras-Severin, Anul 2018, Numar persoane, 380
Feminin, Caras-Severin, Anul 2019, Numar persoane, 368
Feminin, Caras-Severin, Anul 2020, Numar persoane, 265
Feminin, Caras-Severin, Anul 2021, Numar persoane, 391
Feminin, Caras-Severin, Anul 2022, Numar persoane, 545
Feminin, Hunedoara, Anul 1991, Numar persoane, 395
Feminin, Hunedoara, Anul 1992, Numar persoane, 246
Feminin, Hunedoara, Anul 1993, Numar persoane, 152
Feminin, Hunedoara, Anul 1994, Numar persoane, 161
Feminin, Hunedoara, Anul 1995, Numar persoane, 290
Feminin, Hunedoara, Anul 1996, Numar persoane, 197
Feminin, Hunedoara, Anul 1997, Numar persoane, 237
Feminin, Hunedoara, Anul 1998, Numar persoane, 151
Feminin, Hunedoara, Anul 1999, Numar persoane, 112
Feminin, Hunedoara, Anul 2000, Numar persoane, 149
Feminin, Hunedoara, Anul 2001, Numar persoane, 96
Feminin, Hunedoara, Anul 2002, Numar persoane, 86
Feminin, Hunedoara, Anul 2003, Numar persoane, 138
Feminin, Hunedoara, Anul 2004, Numar persoane, 175
Feminin, Hunedoara, Anul 2005, Numar persoane, 124
Feminin, Hunedoara, Anul 2006, Numar persoane, 175
Feminin, Hunedoara, Anul 2007, Numar persoane, 156
Feminin, Hunedoara, Anul 2008, Numar persoane, 164
Feminin, Hunedoara, Anul 2009, Numar persoane, 181
Feminin, Hunedoara, Anul 2010, Numar persoane, 149
Feminin, Hunedoara, Anul 2011, Numar persoane, 214
Feminin, Hunedoara, Anul 2012, Numar persoane, 179
Feminin, Hunedoara, Anul 2013, Numar persoane, 213
Feminin, Hunedoara, Anul 2014, Numar persoane, 155
Feminin, Hunedoara, Anul 2015, Numar persoane, 196
Feminin, Hunedoara, Anul 2016, Numar persoane, 300
Feminin, Hunedoara, Anul 2017, Numar persoane, 335
Feminin, Hunedoara, Anul 2018, Numar persoane, 335
Feminin, Hunedoara, Anul 2019, Numar persoane, 305
Feminin, Hunedoara, Anul 2020, Numar persoane, 267
Feminin, Hunedoara, Anul 2021, Numar persoane, 433
Feminin, Hunedoara, Anul 2022, Numar persoane, 619
Feminin, Timis, Anul 1991, Numar persoane, 2746
Feminin, Timis, Anul 1992, Numar persoane, 1962
Feminin, Timis, Anul 1993, Numar persoane, 1382
Feminin, Timis, Anul 1994, Numar persoane, 1561
Feminin, Timis, Anul 1995, Numar persoane, 1684
Feminin, Timis, Anul 1996, Numar persoane, 1384
Feminin, Timis, Anul 1997, Numar persoane, 1159
Feminin, Timis, Anul 1998, Numar persoane, 680
Feminin, Timis, Anul 1999, Numar persoane, 468
Feminin, Timis, Anul 2000, Numar persoane, 547
Feminin, Timis, Anul 2001, Numar persoane, 320
Feminin, Timis, Anul 2002, Numar persoane, 305
Feminin, Timis, Anul 2003, Numar persoane, 444
Feminin, Timis, Anul 2004, Numar persoane, 588
Feminin, Timis, Anul 2005, Numar persoane, 488
Feminin, Timis, Anul 2006, Numar persoane, 606
Feminin, Timis, Anul 2007, Numar persoane, 358
Feminin, Timis, Anul 2008, Numar persoane, 391
Feminin, Timis, Anul 2009, Numar persoane, 405
Feminin, Timis, Anul 2010, Numar persoane, 342
Feminin, Timis, Anul 2011, Numar persoane, 614
Feminin, Timis, Anul 2012, Numar persoane, 593
Feminin, Timis, Anul 2013, Numar persoane, 534
Feminin, Timis, Anul 2014, Numar persoane, 337
Feminin, Timis, Anul 2015, Numar persoane, 496
Feminin, Timis, Anul 2016, Numar persoane, 755
Feminin, Timis, Anul 2017, Numar persoane, 739
Feminin, Timis, Anul 2018, Numar persoane, 777
Feminin, Timis, Anul 2019, Numar persoane, 819
Feminin, Timis, Anul 2020, Numar persoane, 571
Feminin, Timis, Anul 2021, Numar persoane, 894
Feminin, Timis, Anul 2022, Numar persoane, 1222
